제목,장르,상영시간,개봉일,인기도,평균 평점,평점 수,제작비,수익,제작사,원어,시놉시스,키워드
헤어,"['음악', '드라마', '코미디']",121.0,1979-03-15,1.9112,7.3,677.0,11000000.0,15313606.0,['CIP Filmproduktion GmbH'],en,"오클라호마의 작은 마을 출신인 클라우드(존 새비지)는 입영을 며칠 앞두고 뉴욕으로 여행을 떠난다. 그는 그곳에서 징병을 기피한 채 떠도는 몇 명의 히피들을 만나는데, 그들의 리더인 버거(트리트 윌리엄스)는 클라우드에게 사흘 동안 자신들과 함께 지내자고 제안한다. 망설이던 클라우드는 어느 사이엔가 그들과 우정을 쌓으면서 새로운 세상에 눈을 뜨고 우연히 만난 부유한 집안 출신의 실러(비벌리 단젤로)와 사랑에 빠진다. 그러나 곧 클라우드는 신병훈련소로 떠나고 모두와 아쉬운 작별을 한다.  실러에게 보낸 편지를 통해 클라우드가 있는 곳을 알게 된 버거는 그를 만나기 위하여 자신의 긴 머리를 자른다. 군인으로 변장하고 군대에 들어간 버거는 클라우드를 잠시 부대 밖으로 내보내고 자기가 대신 졸병 노릇을 한다. 클라우드가 실러를 만나 사랑을 나누고 있는 사이 갑자기 베트남으로 전출 명령이 떨어지자, 버거는 친구 대신 헬리콥터를 타고 전쟁터로 떠난다.","['vietnam war', 'new york city', 'army', 'hippie', 'free love', 'commune', 'musical', 'skinny dipping', 'lgbt', '1960s', 'gay theme']"
A Force of One,"['액션', '모험', '범죄', '드라마', '스릴러']",90.0,1979-06-01,1.4382,4.8,104.0,3500000.0,20166000.0,['American Cinema Productions'],en,,"['martial arts', 'showdown', 'police', 'gangster', 'karate', 'special unit', 'vigilante', 'serial killer', 'urban setting', 'murder mystery']"
휴먼 팩터,['스릴러'],115.0,1979-12-18,1.3503,5.9,29.0,5500000.0,376050.0,['Wheel Productions'],en,,"['based on novel or book', 'double agent', 'information leak', 'british intelligence']"
테스,"['드라마', '로맨스']",172.0,1979-10-06,2.2532,7.065,346.0,12000000.0,20101247.0,['Renn Productions'],en,꽃보다 아름답고 별처럼 순수한 여인 테스는 어려운 집안 살림 때문에 부유한 더버빌 가에 하녀로 보내진다. 하지만 그녀에게 반한 주인 아들 알렉에게 강제로 순결을 빼앗기고 원치 않는 관계에 빠진다. 그를 피해 고향으로 돌아온 테스는 새로 일하게 된 농장에서 목사의 아들 앤젤을 만나 운명적 사랑을 느끼지만 지울 수 없는 과거 때문에 괴로워 하는데…,"['rape', 'based on novel or book', 'peasant', 'marriage', 'love', 'revenge', 'murder', 'mansion', 'family', 'farmer', 'nobility', 'social climbing', 'aristocratic', 'strong', 'stonehenge', '19th century']"
별들의 전쟁,"['SF', '모험', '액션']",89.0,1979-03-02,1.0821,6.1,88.0,3500000.0,21700000.0,['Universal Pictures'],en,1987년 미국 NASA에서 우주선을 발사하고 우주선에 탑승한 캡틴 윌리엄 벅 로저스가 불의의 사고로 무려 504년 뒤인 2491년의 지구에 도착하여 벌어지는 모험담,['space opera']
위대한 산티니,['드라마'],115.0,1979-10-26,1.2012,6.7,65.0,4000000.0,4700000.0,['Bing Crosby Productions'],en,위대한 산티니라는 닉네임을 달고 있는 해병대 중령 불 미첨은 2차 대전에서 큰 활약을 해 많은 사람에게 인정을 받은 영웅이다. 어느 날 불은 미국의 312대 비행대로 전입을 하게 되고 오랜만에 가족들과 상봉을 하게 된다. 그러나 오랜만에 찾아온 기쁨도 잠시 가족 전체를 자신이 근무해야 할 곳으로 함께 데리고 떠나야 하는 불은 가족들의 불만을 사게 된다. 한편 자신의 아들인 베니가 해병대 조종사가 되길 바라는 불은 매번 강요를 하지만 베니는 이에 수긍하지 않는다. 베니가 소속된 학교 농구팀의 경기가 있던 날 응원을 하러 온 불은 열심히 응원을 하지만 상대편 선수의 반칙으로 인해 제대로 된 경기가 되지 않는다. 베니는 반칙을 일삼는 선수를 저지하려다 상대방을 다치게 하는 실수를 저지르게 되고 이에 가책을 느껴 농구를 그만 둔다. 한편 베니는 자신의 집에서 가정부로 일하는 애라벨의 아들인 투머가 자신을 괴롭히던 불량배 레드를 혼내주고 보복을 당했다는 소식을 듣게 되는데...,"['high school', 'california', 'based on novel or book', 'military base', 'basketball', 'family relationships', 'marine', 'military', '1960s', 'father son relationship']"
The Seduction of Joe Tynan,['드라마'],108.0,1979-08-17,1.0041,5.9,25.0,5000000.0,19595168.0,['Universal Pictures'],en,,"['career', 'senator', 'supreme court']"
고잉 인 스타일,"['코미디', '범죄']",97.0,1979-12-25,1.0793,6.9,51.0,5500000.0,30000000.0,['Warner Bros. Pictures'],en,,"['bank robbery', 'senior citizen']"
얼굴 없는 표적,"['액션', '모험']",104.0,1979-04-27,1.0799,4.9,23.0,8000000.0,1200000.0,['Scimitar Productions'],en,,"['jeep', 'bulldozer', 'seaplane']"
Rich Kids,"['코미디', '드라마']",101.0,1979-08-17,1.1192,5.0,14.0,2500000.0,1856122.0,['United Artists'],en,,"['new york city', 'middle class', 'friends', 'divorce', 'broken home', 'irresponsible parent']"
1941,"['코미디', '전쟁', '액션']",118.0,1979-12-14,1.4233,5.808,636.0,35000000.0,94900000.0,['Columbia Pictures'],en,"1941년 12월 7일, 일본 제국주의 함대(the Imperial Japanese Fleet)가 진주만(Pearl Harbor)의 해군기지를 기습한다. 그로 인해 미국은 제2차 세계대전에 휘말리게 된다. 미국 시민들은 이에 충격과 분노를 느끼게 되고 서해안 지역에서는 캘리포니아주가 일본의 제2의 공격 목표란 소문이 떠돌면서 시민들이 공포에 시달리게 된다. 조셉 스틸웰 장군(Major General Joseph W. Stilwell)은 제3육군부대 사령관으로 남부 캘리포니아 지역의 방위 책임자다. 육군과 해군, 대공 포대는 작전에 돌입하고 민간 방위체제도 활동을 개시한다. 남북전쟁 이후 최초로 미국 시민들은 언제 어디서 어떤 규모로 공격해 올 지 모르는 적을 상대로 조국을 지키기 위해 전투에 임하게 된다.","['california', 'panic', 'submarine', 'war ship', 'world war ii', 'pearl harbor', 'satire', 'los angeles, california', '1940s', 'anarchic comedy']"
팀,"['로맨스', '드라마']",109.0,1979-07-13,1.1298,6.3,54.0,600000.0,809000.0,[],en,,"['based on novel or book', 'family relationships', 'older woman younger man relationship', 'mentally challenged']"
젠다성의 포로,"['액션', '모험', '코미디']",108.0,1979-08-17,0.9621,5.6,34.0,10000000.0,15300000.0,['Universal Pictures'],en,,"['kingdom', 'kidnapping', 'heir to the throne', 'sword fight', 'royalty', 'identity swap', 'fictitious country']"
지참금 2백만불,"['액션', '모험', '코미디', '미스터리']",103.0,1979-06-15,0.7986,6.6,121.0,9000000.0,38200000.0,['Warner Bros. Pictures'],en,"자녀들의 결혼을 불과 사나흘 앞둔 빈스 리카도 가족과 셸든 콘펫 가족의 아버지들이 펼치는 모험담. 전 세계를 바쁘게 돌아다니며 일하는 빈스 리카도는 잘 나가는 컨설턴트로 알려진 괴짜이며, 치과의사인 셸든은 그야말로 바른 생활 사나이다. 셸든은 괴짜 빈스를 매우 못 마땅해 한다. 재무부의 지폐 도난 사건에 깊숙이 관여하고 있는 것처럼 보이는 빈스, 그는 범죄자인가? 설상가상으로 빈스는 이 일에 순진한 셸든까지 끌어들인다. 꼼짝없이 범죄자의 희생양이 되는가 보다 벌벌 떨던 셸든. 하지만 빈스는 CIA 요원이었으며 함께 고생한 셸든과 정이 들게 된다.","['central intelligence agency (cia)', 'wedding', 'in-laws', 'armored car robbery']"
The Little Convict,"['애니메이션', '드라마', '로맨스']",76.0,1979-12-20,0.5185,6.7,7.0,535000.0,606000.0,['Australian Film Commission'],en,,"['sydney, australia', 'musical', 'escaped convict', 'convict', 'animal cruelty', 'live action and animation', 'brother sister relationship', 'independent film']"
로즈,"['드라마', '음악', '로맨스']",125.0,1979-11-07,0.6204,6.661,121.0,9250000.0,29174648.0,['20th Century Fox'],en,"질풍노도의 한 시대를 풍미햇던 로큰롤 가수 제니스 조플린의 생애를 다룬 이 분야의 최고 영화 중 하나. 가수로서의 화려한 성공 뒤에 남아있는절망의 찌꺼기들, 뒤엉킨 남자관계들 끝에 밀려오는 외로움들이 음악과 어우러져 가슴깊이 와닿는다. 피아노 반주에 맞춰 주제곡 (로즈)를 열창 하는 장면은 그야말로 명장면. 이제 제니스 조플린 만큼이나 화려한 음악적 역량을 가지게 된 배트 미들러는 마치 자기자신의 삶을 보여주듯 혼신의 연기를 보여주었지만, 영화 데뷔작에서의 호연이 부담스러운지 아직까지 (로즈)에서만한 연기를 보여주지 못해 아쉽다.변두리 술집 가수에서 일약 최고의 스타로 급부상한 제니스는 빽빽한 공 연 스케줄 때문에 피곤에 절어 산다. 술의 힘을 빌어 몸을 가누고 무대에선 제니스가 거친 욕을 퍼부으며 노래하면 객석은 열광의 도가니가 된다.인기 여세를 몰아 잇따라 공연 일정을 잡은 매니저는 공연 때마다 애먹이는 제니스를 달래느라 진땀을 뺀다. 제니스는 길가에 서 있는 리무진을 타고 줄행랑을 치고 술집을 돌며 즐기다가 또다시 무대에 오르는 일을 반복한다. 그녀의 변덕스런 마음에 지친 연인이 떠나가고 설상가상으로 매 니저는 제니스의 즉흥적이고 변덕스런 행동에 신물을 내고 떠나겠다고 으름장을 놓는다.(로즈)는 노래와 인기에 중독된 한 인기 여가수의 비참한 인생을 그린 드라마. 실존 인물 제니스 조플린의 일화를 다룬 이 영화는 베트 미들러의 데뷔작이기도 하다. 은은한 주제곡이 많은 사랑을 받았던 작품.","['singer', 'drugs', 'rock band', 'self destructiveness']"
일렉트릭 호스맨,"['드라마', '로맨스', '코미디', '서부']",122.0,1979-12-21,0.5168,6.1,150.0,12500000.0,61801971.0,['Columbia Pictures'],en,,"['rodeo', 'horse', 'doping', 'love', 'cowboy']"
Attack of the Helping Hand!,"['코미디', '공포']",6.0,1979-01-01,0.2966,5.8,10.0,1.0,1.0,['Metropolitan Film Group'],en,,"['horror spoof', 'horror parody', 'short film']"
İntikam Kadını,"['액션', '공포', '스릴러']",60.0,1979-08-10,0.1994,5.357,7.0,55000.0,100000.0,['Birlik Film'],tr,,"['rape', 'revenge', 'softcore', 'rip-off', 'intikam', 'kadını']"
Erkek Güzeli Sefil Bilo,"['드라마', '코미디']",80.0,1979-09-07,0.1972,6.412,34.0,98000.0,425000.0,['Arzu Film'],tr,,['revenge']
المتوحشة,"['음악', '드라마']",122.0,1979-02-19,0.1274,6.0,1.0,19800.0,15600.0,['Cindrella Film'],ar,,[]
خطيئة ملاك,"['SF', '판타지', '드라마', '로맨스']",110.0,1979-04-03,0.064,5.0,3.0,2000000.0,1000000.0,['Egyptian Company for Studios and Cinema'],ar,,"['angel', 'musical', 'religion']"
สุดสาคร,"['모험', '애니메이션', '판타지']",82.0,1979-04-13,0.0529,5.0,1.0,157000.0,62700.0,['Jirabanterng Film'],en,,"['fairy tale', 'mermaid', 'based on song, poem or rhyme']"
샤이닝,"['공포', '스릴러']",144.0,1980-05-23,22.5185,8.212,17901.0,19000000.0,44781695.0,['Warner Bros. Pictures'],en,"소설가인 잭 토랜스는 콜로라도 산맥에 있는 오버룩 호텔의 관리인으로 취직한다. 다음 시즌 준비를 하는 이곳은 겨울 동안 폐쇄되기 때문에 토랜스의 가족들만 호텔에 머물게 된다. 갑자기 몰아친 폭설로 잭과 아내 웬디와 아들과 함께 호텔에 고립되고, 투시와 텔레파시 능력이 있는 잭의 아들 대니는 호텔에 유령이 있으며 유령들이 천천히 아버지를 미치게 하고 있음을 알게 된다. 잭은 과거에 스스로 자신의 아내와 두 딸을 죽인 이곳의 예전 관리인 그레이디의 유령을 만난다. 과거에 있었던 살인사건의 악령에 휘말린 잭은 호텔을 공포의 도가니로 몰아가는데...","['hotel', ""new year's eve"", 'child abuse', 'based on novel or book', 'isolation', 'telepathy', 'delusion', 'halloween', 'snowstorm', 'colorado', 'seclusion', 'surrealism', 'alcoholism', 'premonition', 'psychic power', 'caretaker', 'loneliness', 'vision', 'domestic violence', 'postmodern', 'psychological thriller', 'writer', 'twins', 'labyrinth', 'alcoholic', 'blizzard', 'mutilation', 'bloody body of child', 'extrasensory perception', 'uxoricide', 'motherhood', 'filicide', 'snowed in', 'burial ground', 'hypothermia', 'haunted hotel', 'psychological disintegration', 'paranoid', 'afi', 'pediatrician', 'repetition', 'mother son relationship', 'malicious', 'supernatural power', 'anxious', 'new year', 'supernatural horror', 'ghost child', 'psychotronic film', 'dreary', 'writers-block', 'cabin fever', 'psychological horror', 'deal with the devil', 'nuclear family', 'avant garde', 'suspenseful', ""new year's party"", 'twin sisters', 'identical twins', 'antagonistic']"
스타워즈 에피소드 5: 제국의 역습,"['모험', '액션', 'SF']",124.0,1980-05-20,13.1939,8.4,17368.0,18000000.0,538400000.0,['Lucasfilm Ltd.'],en,"제국군은 데스스타를 잃은 뒤에도 여전히 강력한 화력으로 반란군을 수세로 몰아넣었고, 반란군은 게릴라전을 위해 얼음으로 뒤덮인 행성 호스에 은신한다. 하지만 결국 제국군에 의해 호스의 반란군 기지마저 탄로나게 되고, 일행은 필사적으로 호스를 탈출해 다시 정처없는 피난길에 오른다. 반란군의 피난길에 함께 오르던 루크는 포스의 영이 된 오비완으로부터 제다이 마스터 요다를 찾아가라는 메시지를 받고 요다가 있는 정글 행성 대고바로 향한다. 루크는 요다를 만나 제다이가 되기 위한 훈련을 시작하고 솔로 일행은 제국군을 따돌리기 위해 옛 친구 랜도를 찾아가는데...","['rebellion', 'android', 'spacecraft', 'asteroid', 'rebel', 'space battle', 'snowstorm', 'space colony', 'swamp', 'space opera', 'nostalgic', 'artic', 'excited']"
에어플레인,['코미디'],88.0,1980-07-02,10.2643,7.3,4636.0,3500000.0,83453539.0,['Paramount Pictures'],en,"공군 조종사였던 테드는 작전 수행 도중 전사한 동료들에 대한 기억으로 비행 공포증을 앓는다. 그는 그의 자책을 견디다 못해 떠나간 연인을 설득하기 위해 그녀가 승선한 비행기에 오른다. 그런데 기내 식사로 생선을 먹은 승객들이 식중독 증세를 보이고 기장까지 정신을 잃게된다. 위기에 처한 승무원들은 조종 경험이 있는 승객을 수소문하고, 테드는 다시 조종대를 잡게 되는데...","['chicago, illinois', 'post-traumatic stress disorder (ptsd)', 'airplane', 'cataclysm', 'guitar', 'alcohol', 'stewardess', 'taxi driver', 'passenger', 'fear of flying', 'pilot', 'medicine', 'air controller', 'landing', 'saxophone', 'autopilot', 'parody', 'spoof', 'food poisoning', 'los angeles, california', 'alcohol abuse', 'aftercreditsstinger', 'inflatable life raft', 'anarchic comedy']"
